N,static_points,cycles,records
1300,1,8,6
1300,1,8,7
1300,0,9,12
1300,1,7,6
1300,3,8,9
1300,0,2,7
1300,4,10,3
1300,2,10,9
1300,0,6,11
1300,0,7,6
1300,1,11,8
1300,2,10,11
1300,1,11,6
1300,1,7,4
1300,1,11,9
1300,0,6,9
1300,2,5,8
1400,1,4,7
1400,2,10,9
1400,1,8,7
1400,2,8,9
1400,0,10,8
1400,0,5,5
1400,1,9,6
1400,1,5,6
1400,1,9,8
1400,2,6,7
1400,2,9,8
1400,0,8,7
1400,2,9,10
1400,1,6,10
1400,1,11,6
1400,1,8,5
1400,3,12,4
1400,1,14,9
1400,0,5,6
1400,0,5,6
1400,1,9,6
1400,1,6,9
1400,0,4,13
1400,0,9,8
1400,1,7,7
1400,2,8,7
1400,3,10,4
1400,1,4,8
1400,2,8,9
1400,0,7,9
1400,0,5,6
1400,0,2,10
1400,1,9,9
1400,2,8,4
1400,0,7,4
1400,0,7,6
1400,3,16,5
1400,0,10,6
1400,1,7,10
1400,0,5,4
1400,0,5,5
1400,1,5,4
1400,1,7,11
1400,2,8,9
1400,0,8,4
1400,1,5,12
1400,3,12,7
1400,0,10,5
1400,0,6,10
1400,2,8,6
1400,2,10,5
1400,0,5,7
1400,0,3,5
1400,1,9,11
1400,2,8,9
1400,0,4,10
1400,4,8,7
1400,4,9,7
1400,2,10,9
1400,1,11,10
1400,3,11,6
1400,0,5,7
1400,0,8,10
1400,0,9,8
1400,2,12,5
1400,2,12,10
1400,2,7,9
1400,1,13,12
1400,0,9,8
1400,1,8,9
1400,2,6,5
1400,1,7,8
1400,1,11,7
1400,1,9,9
1400,0,12,6
1400,0,4,4
1400,0,4,7
1400,2,7,8
1400,1,8,11
1400,1,8,10
1400,0,6,6
1400,1,8,8
1400,1,8,7
1400,0,7,10
1400,2,7,4
1400,0,5,8
1400,1,5,9
1400,1,7,14
1400,0,9,11
1400,1,8,8
1400,2,10,8
1400,1,6,3
1400,2,6,3
1400,2,9,8
1400,0,9,7
1400,0,3,7
1400,1,6,8
1400,0,4,9
1400,2,9,13
1400,2,9,8
1400,2,10,7
1400,1,8,10
1400,2,11,8
1400,0,4,9
1400,2,8,7
1400,5,13,3
1400,0,13,13
1400,2,6,5
1400,1,6,9
1400,1,9,5
1400,2,10,11
1400,2,8,5
1400,2,5,9
1400,0,5,9
1400,2,11,7
1400,3,9,9
1400,0,6,12
1400,0,7,7
1400,2,6,7
1400,1,5,8
1400,1,6,9
1400,1,7,7
1400,2,6,7
1400,0,5,12
1400,0,7,9
1400,1,6,6
1400,2,10,8
1400,1,8,7
1400,2,14,5
1400,0,5,8
1400,2,10,7
1400,1,13,12
1400,3,10,5
1400,2,7,7
1400,2,7,4
1400,3,10,6
1400,0,6,4
1400,1,9,6
1400,0,7,5
1400,1,10,5
1400,1,7,10
1400,2,11,8
1400,1,7,6
1400,2,6,11
1400,1,9,4
1400,1,7,7
1400,1,3,8
1400,0,8,4
1400,1,6,7
1400,1,4,5
1400,0,9,7
1400,1,4,8
1400,0,8,8
1400,0,13,8
1400,0,8,4
1400,0,12,8
1400,0,6,6
1400,0,7,4
1400,0,6,7
1400,3,13,6
1400,1,7,8
1400,2,8,3
1400,1,9,6
1400,3,11,10
1400,3,5,9
1400,2,9,9
1400,0,7,11
1400,4,7,5
1400,1,5,12
1400,1,6,8
1400,1,5,5
1400,0,4,6
1400,2,8,12
1400,0,10,10
1400,0,7,5
1400,0,8,14
1400,2,11,5
1400,2,9,4
1400,1,9,7
1400,0,3,12
1400,4,9,6
1400,1,8,10
1400,0,7,13
1400,0,3,4
1400,0,6,5
1400,1,7,9
1400,1,9,10
1400,1,5,7
1400,2,7,8
1400,1,7,11
1400,2,6,4
1400,1,5,10
1400,1,4,8
1400,0,6,7
1400,1,6,6
1400,1,7,4
1400,0,8,9
1400,1,8,11
1400,1,6,5
1400,1,8,6
1400,0,9,8
1400,1,6,11
1400,2,10,6
1400,0,5,6
1400,2,8,4
1400,1,5,5
1400,1,3,8
1400,1,8,10
1400,1,11,8
1400,1,10,12
1400,0,4,9
1400,1,4,5
1400,1,5,10
1400,1,11,6
1400,1,5,9
1400,0,5,8
1400,2,9,10
1400,2,7,14
1400,1,5,10
1400,2,8,8
1400,4,8,10
1400,0,6,9
1400,2,11,12
1400,0,7,8
1400,0,5,7
1400,1,9,10
1400,1,12,8
1400,2,9,2
1400,2,9,9
1400,1,7,8
1400,1,8,10
1400,2,7,5
1400,2,6,4
1400,1,7,11
1400,0,7,7
1400,1,7,8
1400,2,11,5
1400,1,6,9
1400,0,8,12
1400,1,5,5
1400,0,7,10
1400,0,7,8
1400,0,5,8
1400,2,8,9
1400,1,9,6
1400,0,8,3
1400,0,5,8
1400,2,8,4
1400,2,7,8
1400,0,5,7
1400,2,9,8
1400,0,6,12
1400,1,9,6
1400,2,7,8
1400,1,8,7
1400,0,9,5
1400,1,7,6
1400,0,6,8
1400,0,7,9
1400,1,9,7
1400,3,11,11
1400,0,10,7
1400,0,7,6
1400,1,4,9
1400,1,6,5
1400,0,7,9
1400,2,9,5
1400,3,11,9
1400,0,6,5
1400,1,9,7
1400,2,12,5
1400,0,6,11
1400,0,5,2
1400,2,8,11
1400,0,14,10
1400,1,4,6
1400,0,7,7
1400,4,15,9
1400,0,5,7
1400,0,5,9
1400,0,6,5
1400,0,8,7
1400,1,6,7
1400,2,6,10
1400,0,9,7
1400,0,7,10
1400,1,11,7
1400,1,8,5
1400,2,8,6
1400,2,12,6
1400,1,5,5
1400,1,3,5
1400,0,3,9
1400,1,5,11
1400,0,4,13
1400,0,3,7
1400,1,8,6
1400,1,9,9
1400,0,6,9
1400,1,13,7
1400,2,11,4
1400,0,3,12
1400,1,6,9
1400,1,4,6
1400,1,9,7
1400,2,9,8
1400,2,7,5
1400,2,8,6
1400,2,10,9
1400,1,7,8
1400,0,7,8
1400,1,6,14
1400,1,5,9
1400,0,10,5
1400,0,9,5
1400,0,6,9
1400,0,5,11
1400,1,11,7
1400,1,5,6
1400,0,6,4
1400,0,12,5
1400,1,6,10
1400,0,8,6
1400,0,9,9
1400,0,7,7
1400,1,9,6
1400,1,8,8
1400,0,6,4
1400,1,11,6
1400,1,8,11
1400,0,4,9
1400,0,8,8
1400,2,8,8
1400,0,6,3
1400,2,6,11
1400,1,9,4
1400,0,9,12
1400,1,8,15
1400,1,5,4
1400,1,9,5
1400,1,8,6
1400,0,6,8
1400,0,11,6
1400,3,7,11
1400,2,10,7
1400,2,10,7
1400,1,10,6
1400,0,6,3
1400,3,7,4
1400,2,9,5
1400,1,5,8
1400,2,9,9
1400,0,9,8
1400,1,9,7
1400,1,10,9
1400,4,11,8
1400,1,7,8
1400,2,11,5
1400,2,5,9
1400,0,7,11
1400,2,7,6
1400,0,4,9
1400,3,13,9
1400,1,6,5
1400,1,10,15
1400,0,6,8
1400,2,13,10
1400,0,6,9
1400,1,6,8
1400,1,7,6
1400,1,4,9
1400,1,7,8
1400,1,8,6
1400,1,5,12
1400,1,8,9
1400,0,9,3
1400,2,10,10
1400,1,7,9
1400,1,8,6
1400,2,10,14
1400,2,6,9
1400,1,7,3
1400,3,12,10
1400,1,7,13
1400,2,10,5
1400,1,7,7
1400,0,7,6
1400,1,8,7
1400,1,9,8
1400,1,8,7
1400,1,8,8
1400,1,6,7
1400,1,6,9
1400,1,6,12
1400,1,4,5
1400,0,7,8
1400,0,3,12
1400,0,8,11
1400,1,5,9
1400,0,6,9
1400,1,10,11
1400,0,7,6
1400,0,7,11
1400,0,7,7
1400,1,8,7
1400,1,7,7
1400,4,11,13
1400,0,5,6
1400,0,4,5
1400,0,6,8
1400,0,8,12
1400,1,8,8
1400,2,7,10
1400,0,9,8
1400,1,4,6
1400,0,8,5
1400,0,7,7
1400,3,8,4
1400,0,9,10
1400,0,7,6
1400,1,10,10
1400,2,5,7
1400,1,9,6
1400,1,9,6
1400,0,8,2
1400,0,8,12
1400,0,6,5
1400,1,8,9
1400,1,11,7
1400,2,11,10
1400,0,8,7
1400,1,7,7
1400,1,6,8
1400,0,8,12
1400,0,6,8
1400,2,5,3
1400,1,9,8
1400,0,11,7
1400,1,10,9
1400,1,7,15
1400,2,8,8
1400,1,9,7
1400,2,8,10
1400,0,2,11
1400,1,7,7
1400,0,11,5
1400,0,7,10
1400,0,10,11
1400,1,7,5
1400,0,10,8
1400,0,10,5
1400,0,5,6
1400,1,6,9
1400,1,5,6
1400,3,14,4
1400,1,6,9
1400,2,6,6
1400,2,6,9
1400,1,4,4
1400,2,8,8
1400,0,6,5
1400,0,6,4
1400,1,9,8
1400,4,12,6
1400,0,9,10
1400,1,11,9
1400,2,3,1
1400,0,4,7
1400,0,8,7
1400,0,7,9
1400,4,10,9
1400,4,14,12
1400,1,11,14
1400,2,7,15
1400,2,7,9
1400,1,7,8
1400,1,7,7
1400,0,5,9
1400,0,4,2
1400,3,10,13
1400,1,6,11
1400,2,11,6
1400,1,8,9
1400,2,10,5
1400,1,9,8
1400,2,13,10
1400,1,7,10
1400,1,5,8
1400,0,9,7
1400,1,6,8
1400,2,9,11
1400,0,6,5
1400,1,11,6
1400,0,5,6
1400,1,7,7
1400,1,6,7
1400,0,5,10
1400,0,9,4
1400,1,8,11
1400,0,3,11
1400,2,9,8
1400,0,2,9
1400,1,7,7
1400,2,7,8
1400,1,6,7
1400,1,5,8
1400,0,7,4
1400,2,9,6
1400,0,10,7
1400,1,6,10
1400,2,6,4
1400,0,8,9
1400,1,13,10
1400,3,16,13
1400,0,6,6
1400,2,12,7
1400,1,10,11
1400,0,7,10
1400,2,9,13
1400,0,8,14
1400,0,8,11
1400,2,8,5
1400,4,13,8
1400,1,8,6
1400,2,8,9
1400,1,12,8
1400,3,11,10
1400,1,4,16
1400,3,11,9
1400,1,10,6
1400,0,3,9
1400,0,4,9
1400,0,7,12
1400,4,13,10
1400,3,10,4
1400,0,4,6
1400,3,12,9
1400,0,5,5
1400,2,9,15
1400,1,8,6
1400,1,9,4
1400,1,9,9
1400,0,9,6
1400,2,8,8
1400,0,10,7
1400,1,4,5
1400,1,10,5
1400,1,10,9
1400,1,7,13
1400,0,3,7
1400,0,7,6
1400,2,12,8
1400,2,10,11
1400,1,12,6
1400,1,6,4
1400,0,4,13
1400,0,6,5
1400,2,8,9
1400,0,6,5
1400,0,5,6
1400,2,9,13
1400,1,6,8
1400,1,8,8
1400,0,7,10
1400,1,6,8
1400,1,11,9
1400,0,9,8
1400,0,5,9
1400,1,8,6
1400,1,8,5
1400,1,9,7
1400,1,10,10
1400,2,9,7
1400,0,10,12
1400,0,7,7
1400,2,10,6
1400,0,2,9
1400,0,6,10
1400,1,9,6
1400,1,8,10
1400,0,7,7
1400,2,7,5
1400,3,11,4
1400,1,6,6
1400,1,10,8
1400,1,4,5
1400,0,2,7
1400,0,6,10
1400,0,3,4
1400,1,7,4
1400,1,7,11
1400,0,6,9
1400,1,5,10
1400,0,9,11
1400,1,5,7
1400,1,8,6
1400,1,10,15
1400,1,7,3
1400,0,9,8
1400,1,8,8
1400,1,11,6
1400,0,5,7
1400,2,10,6
1400,0,4,4
1400,0,6,11
1400,1,3,3
1400,2,8,8
1400,0,15,7
1400,1,9,12
1400,2,6,6
1400,0,8,9
1400,1,7,12
1400,0,5,7
1400,0,4,7
1400,0,8,11
1400,0,5,9
1400,0,6,5
1400,0,5,9
1400,1,7,12
1400,1,6,12
1400,0,7,5
1400,0,9,4
1400,1,14,7
1400,2,7,8
1400,2,13,7
1400,0,8,8
1400,1,10,3
1400,0,7,12
1400,0,10,6
1400,2,9,9
1400,3,7,3
1400,2,8,6
1400,2,11,14
1400,1,5,8
1400,2,7,5
1400,0,3,9
1400,1,9,11
1400,1,11,9
1400,1,9,10
1400,0,6,3
1400,2,10,5
1400,0,8,6
1400,0,6,8
1400,3,11,5
1400,1,10,15
1400,4,15,14
1400,2,6,10
1400,2,10,8
1400,2,8,11
1400,0,3,7
1400,0,7,3
1400,1,6,7
1400,0,6,4
1400,2,5,8
1400,2,8,3
1400,2,12,8
1400,1,7,9
1400,3,14,7
1400,0,6,8
1400,2,11,9
1400,1,9,5
1400,1,12,8
1400,1,9,6
1400,0,8,12
1400,0,4,9
1400,1,7,13
1400,0,8,5
1400,1,12,6
1400,1,7,3
1400,2,8,11
1400,1,12,14
1400,0,9,6
1400,1,6,8
1400,2,7,6
1400,0,9,10
1400,1,6,10
1400,0,5,4
1400,0,3,8
1400,2,9,6
1400,2,11,9
1400,1,9,7
1400,2,7,6
1400,1,8,7
1400,1,7,7
1400,2,9,6
1400,1,4,10
1400,2,10,8
1400,0,12,8
1400,0,8,10
1400,1,5,11
1400,0,7,10
1400,2,5,9
1400,3,12,5
1400,1,11,8
1400,3,12,7
1400,0,7,9
1400,0,8,5
1400,0,6,10
1400,1,5,6
1400,2,6,11
1400,1,8,9
1400,1,8,7
1400,1,9,6
1400,1,8,6
1400,0,10,7
1400,3,6,13
1400,0,11,7
1400,0,8,5
1400,0,7,11
1400,0,4,11
1400,0,8,9
1400,2,7,11
1400,2,11,3
1400,1,6,7
1400,1,9,5
1400,2,13,7
1400,1,7,7
1400,1,9,7
1400,0,7,6
1400,0,5,9
1400,0,10,10
1400,2,9,6
1400,2,10,7
1400,2,9,9
1400,1,12,10
1400,2,6,4
1400,1,7,7
1400,0,8,7
1400,1,9,5
1400,0,3,8
1400,0,5,10
1400,0,10,8
1400,1,7,11
1400,1,6,6
1400,2,7,3
1400,1,6,9
1400,1,5,9
1400,1,6,12
1400,0,7,8
1400,0,5,8
1400,1,11,7
1400,4,9,7
1400,2,12,6
1400,0,4,8
1400,0,9,9
1400,3,10,9
1400,0,8,8
1400,1,7,14
1400,1,8,10
1400,3,8,8
1400,2,7,5
1400,2,7,9
1400,0,11,12
1400,2,7,9
1400,1,3,3
1400,3,9,8
1400,2,7,8
1400,3,8,6
1400,1,10,6
1400,2,9,8
1400,1,11,9
1400,2,4,8
1400,0,4,9
1400,1,5,5
1400,1,8,8
1400,1,7,9
1400,1,5,11
1400,0,5,8
1400,3,12,6
1400,1,7,6
1400,1,5,8
1400,0,9,9
1400,0,3,9
1400,1,8,6
1400,2,9,13
1400,1,8,10
1400,0,9,5
1400,0,5,7
1400,0,8,8
1400,1,11,9
1400,0,8,8
1400,1,7,3
1400,2,7,6
1400,3,9,10
1400,0,11,4
1400,0,4,2
1400,3,12,4
1400,2,5,7
1400,0,9,7
1400,0,5,5
1400,1,9,8
1400,3,16,8
1400,0,5,9
1400,0,8,14
1400,1,5,9
1400,3,7,8
1400,0,8,8
1400,0,9,13
1400,2,7,9
1400,1,9,7
1400,0,8,5
1400,3,7,11
1400,3,5,10
1400,1,7,14
1400,3,11,8
1400,0,9,6
1400,1,10,4
1400,0,4,10
1400,1,10,6
1400,2,6,6
1400,1,9,7
1400,2,10,9
1400,3,8,10
1400,1,12,6
1400,2,10,8
1400,2,6,10
1400,0,4,8
1400,3,10,7
1400,2,8,9
1400,2,14,8
1400,2,7,6
1400,0,5,8
1400,0,7,7
1400,0,7,6
1400,0,6,5
1400,0,11,6
1400,0,7,6
1400,1,10,7
1400,1,6,9
1400,2,8,4
1400,0,6,8
1400,1,8,5
1400,0,12,5
1400,1,5,9
1400,0,7,9
1400,2,7,8
1400,1,10,5
1400,0,7,8
1400,0,9,7
1400,0,3,2
1400,2,13,8
1400,0,7,5
1400,0,6,13
1400,0,7,7
1400,0,9,9
1400,1,5,7
1400,3,14,5
1400,0,4,8
1400,1,9,4
1400,0,11,10
1400,0,8,6
1400,3,17,5
1400,0,6,5
1400,3,8,9
1400,1,7,9
1400,1,6,5
1400,0,10,9
1400,0,5,13
1400,1,11,7
1400,1,8,11
1400,1,5,11
1400,1,10,6
1400,1,6,7
1400,2,7,7
1400,1,8,9
1400,2,9,2
1400,1,8,4
1400,0,10,9
1400,0,2,8
1400,1,9,8
1400,1,10,6
1400,1,6,6
1400,1,6,8
1400,1,9,6
1400,4,8,10
1400,0,7,5
1400,2,6,8
1400,0,8,9
1400,2,8,8
1400,0,4,5
1400,0,8,7
1400,0,4,6
1400,0,2,5
1400,0,3,7
1400,1,11,9
1400,1,9,8
1400,1,10,7
1400,4,13,9
1400,1,8,10
1400,0,5,6
1400,1,6,8
1400,3,8,8
1400,0,4,7
1400,2,12,9
1400,0,3,6
1400,3,7,7
1400,1,6,5
1400,0,6,7
1400,0,4,7
1400,1,8,6
1400,2,10,4
1400,0,3,7
1400,1,9,5
1400,1,10,8
1400,1,11,11
1400,3,9,2
1400,2,9,8
1400,2,7,7
1400,3,9,7
1400,2,5,9
1400,0,11,5
1400,1,7,7
1400,0,9,8
1400,1,7,8
1400,1,9,6
1400,1,8,5
1400,1,8,5
1400,1,12,3
1400,1,9,10
1400,0,2,6
1400,2,10,7
1400,0,6,6
1400,0,6,7
1400,1,8,9
1400,0,7,4
1400,0,7,7
1400,0,7,9
1400,1,10,8
1400,0,6,11
1400,1,6,8
1400,0,5,9
1400,0,8,7
1400,2,8,8
1400,1,10,8
1400,2,12,5
1400,2,6,8
1400,0,7,12
1400,0,4,5
1400,0,4,10
1400,0,7,9
1400,3,9,9
1400,3,13,6
1400,1,9,10
1400,0,5,11
1400,0,7,5
1400,2,9,7
1400,0,8,4
1400,1,7,11
1400,3,9,4
1400,2,12,10
1400,1,7,10
1400,1,7,5
1400,0,6,7
1400,0,9,9
1400,1,4,6
1400,1,8,9
1400,1,6,9
1400,2,10,5
1400,2,5,5
1400,2,11,8
1400,2,9,2
1400,1,9,7
1400,1,5,6
1400,1,11,3
1400,1,6,10
1400,0,6,5
1400,2,4,6
1400,1,10,7
1400,0,3,10
1400,0,8,7
1400,1,6,4
1400,1,6,11
1400,1,7,9
1400,1,6,6
1400,0,7,6
1400,0,9,12
1400,0,9,8
1400,0,6,8
1400,3,12,10
1400,0,8,13
1400,1,6,13
1400,0,7,7
1400,0,6,6
1400,2,4,9
1400,1,3,8
1400,0,7,8
1400,1,6,9
1400,2,5,7
1400,1,7,4
1400,1,10,5
1400,1,6,11
1400,0,8,8
1400,0,12,9
1400,0,11,5
1400,1,7,4
1400,1,8,10
1400,0,5,8
1400,1,3,5
1400,1,10,7
1400,0,11,6
1500,1,10,6
1500,1,13,8
1500,2,8,9
1500,1,8,5
1500,1,8,10
1500,2,10,8
1500,1,8,9
1500,0,7,6
1500,0,8,5
1500,2,7,11
1500,0,9,7
1500,1,6,10
1500,3,7,4
1500,1,13,8
1500,1,12,7
1500,0,10,7
1500,3,8,12
1500,0,6,12
1500,1,5,7
1500,2,10,8
1500,0,10,10
1500,0,9,10
1500,2,9,4
1500,0,6,6
1500,0,4,10
1500,0,4,7
1500,0,6,8
1500,1,11,13
1500,3,11,11
1500,2,8,7
1500,1,10,6
1500,1,7,6
1500,1,11,8
1500,2,6,6
1500,0,10,6
1500,2,9,9
1500,0,11,8
1500,1,7,6
1500,3,5,11
1500,2,11,11
1500,1,9,12
1500,0,6,4
1500,1,12,8
1500,0,5,9
1500,1,8,10
1500,1,5,7
1500,0,3,11
1500,1,9,8
1500,1,9,6
1500,0,8,11
1500,2,6,9
1500,1,7,10
1500,0,6,8
1500,3,9,14
1500,0,9,4
1500,0,8,12
1500,0,11,6
1500,0,8,9
1500,1,5,10
1500,0,11,8
1500,1,3,7
1500,0,7,9
1500,0,5,6
1500,0,8,4
1500,0,7,5
1500,0,7,4
1500,0,6,9
1500,1,8,11
1500,1,6,7
1500,1,5,6
1500,1,8,11
1500,0,5,9
1500,1,12,9
1500,1,7,5
1500,2,7,10
1500,0,8,7
1500,1,6,5
1500,1,8,7
1500,0,8,4
1500,0,12,5
1500,2,11,8
1500,1,9,6
1500,1,8,8
1500,1,8,7
1500,4,12,7
1500,0,13,8
1500,1,8,5
1500,1,8,9
1500,3,12,9
1500,2,8,8
1500,0,3,4
1500,0,6,5
1500,1,9,9
1500,1,7,6
1500,1,7,7
1500,1,8,9
1500,0,7,9
1500,0,7,8
1500,3,6,6
1500,1,5,15
1500,0,5,10
1500,0,12,7
1500,2,9,8
1500,1,11,10
1500,0,10,4
1500,0,6,13
1500,2,11,10
1500,0,8,10
1500,2,10,9
1500,4,8,3
1500,0,6,9
1500,1,9,9
1500,1,9,10
1500,1,10,8
1500,3,20,7
1500,1,4,11
1500,4,12,6
1500,1,8,8
1500,3,7,11
1500,1,13,10
1500,1,5,7
1500,1,14,8
1500,1,6,11
1500,1,8,8
1500,1,7,5
1500,0,8,6
1500,0,8,5
1500,1,10,5
1500,3,7,4
1500,0,9,3
1500,2,11,7
1500,1,6,4
1500,2,9,4
1500,0,6,10
1500,1,7,8
1500,2,7,7
1500,1,6,4
1500,1,9,10
1500,3,11,8
1500,2,10,9
1500,2,8,6
1500,0,6,10
1500,0,7,10
1500,1,8,9
1500,5,8,12
1500,1,9,4
1500,0,9,6
1500,1,4,6
1500,1,7,14
1500,3,14,7
1500,1,7,7
1500,3,8,9
1500,0,11,6
1500,0,5,6
1500,1,8,6
1500,0,6,9
1500,1,8,12
1500,0,8,7
1500,2,9,7
1500,0,8,8
1500,1,8,11
1500,2,10,7
1500,1,8,5
1500,0,9,6
1500,1,5,7
1500,1,9,11
1500,2,8,9
1500,0,7,6
1500,1,5,5
1500,0,11,5
1500,1,8,10
1500,2,5,8
1500,3,9,7
1500,3,10,7
1500,2,6,9
1500,1,7,3
1500,0,6,9
1500,2,14,6
1500,1,7,4
1500,0,13,6
1500,0,2,13
1500,1,9,9
1500,5,13,8
1500,0,7,10
1500,1,14,13
1500,0,6,6
1500,0,7,5
1500,3,9,13
1500,1,13,11
1500,1,6,9
1500,0,7,12
1500,1,4,7
1500,2,9,9
1500,2,4,8
1500,1,7,9
1500,1,6,7
1500,0,9,3
1500,1,10,4
1500,1,7,6
1500,3,9,11
1500,0,6,5
1500,1,4,8
1500,2,10,7
1500,0,5,9
1500,0,7,12
1500,2,6,11
1500,0,5,5
1500,0,5,11
1500,0,6,13
1500,0,6,8
1500,2,9,7
1500,1,8,7
1500,0,4,6
1500,1,6,9
1500,1,9,6
1500,1,7,8
1500,2,16,4
1500,2,8,5
1500,0,6,9
1500,2,7,9
1500,0,7,11
1500,0,6,8
1500,2,6,8
1500,0,6,10
1500,1,9,11
1500,2,8,8
1500,0,12,6
1500,1,5,6
1500,1,12,9
1500,1,10,10
1500,3,11,9
1500,0,8,10
1500,2,9,8
1500,1,7,4
1500,1,10,8
1500,1,8,12
1500,0,5,11
1500,1,7,12
1500,1,8,8
1500,0,7,7
1500,0,4,4
1500,0,7,9
1500,1,8,7
1500,0,9,9
1500,2,11,5
1500,1,11,4
1500,0,10,6
1500,0,4,8
1500,2,7,8
1500,1,7,8
1500,0,4,8
1500,0,4,6
1500,1,10,7
1500,0,5,8
1500,1,11,7
1500,1,10,7
1500,1,8,5
1500,0,6,8
1500,0,12,7
1500,1,2,8
1500,1,7,12
1500,1,9,6
1500,1,6,6
1500,1,6,11
1500,1,9,6
1500,2,9,11
1500,0,7,9
1500,0,5,7
1500,0,6,5
1500,1,5,10
1500,3,9,10
1500,0,9,14
1500,1,9,11
1500,0,7,8
1500,1,7,16
1500,1,10,12
1500,0,8,11
1500,1,8,9
1500,2,10,8
1500,1,5,6
1500,0,6,5
1500,0,9,8
1500,1,10,6
1500,2,7,11
1500,2,9,12
1500,1,7,12
1500,0,3,5
1500,2,9,5
1500,1,9,5
1500,2,9,6
1500,1,7,9
1500,0,8,8
1500,0,3,7
1500,1,8,6
1500,2,8,6
1500,1,5,8
1500,0,8,11
1500,0,4,10
1500,2,7,6
1500,3,10,10
1500,0,7,11
1500,0,11,8
1500,0,4,9
1500,0,6,9
1500,2,11,7
1500,0,10,6
1500,2,8,7
1500,0,4,8
1500,1,7,8
1500,3,11,8
1500,0,4,13
1500,1,10,9
1500,0,7,14
1500,0,8,10
1500,3,14,7
1500,0,7,11
1500,2,6,6
1500,0,4,6
1500,1,7,11
1500,3,7,5
1500,1,6,8
1500,0,8,8
1500,0,6,14
1500,1,9,12
1500,0,7,8
1500,0,7,11
1500,1,13,8
1500,0,5,10
1500,0,9,8
1500,2,8,9
1500,0,6,8
1500,2,8,13
1500,1,8,9
1500,3,10,7
1500,1,9,9
1500,0,6,7
1500,2,6,8
1500,1,15,9
1500,1,7,6
1500,0,7,3
1500,0,10,7
1500,1,10,8
1500,2,9,4
1500,0,8,7
1500,2,7,11
1500,0,8,8
1500,5,10,7
1500,1,9,8
1500,0,7,8
1500,0,8,8
1500,3,9,6
1500,3,15,9
1500,1,6,9
1500,0,7,8
1500,0,6,7
1500,2,11,10
1500,0,12,8
1500,2,12,9
1500,1,9,6
1500,1,10,3
1500,0,5,5
1500,3,8,10
1500,0,6,6
1500,0,4,3
1500,0,10,4
1500,2,6,6
1500,1,5,11
1500,2,8,9
1500,2,6,7
1500,1,3,8
1500,1,11,8
1500,0,6,8
1500,0,2,4
1500,2,4,5
1500,1,7,11
1500,1,11,11
1500,1,7,6
1500,0,5,12
1500,2,13,7
1500,3,13,7
1500,1,12,7
1500,0,4,6
1500,1,10,8
1500,0,4,6
1500,0,5,10
1500,2,12,13
1500,3,9,8
1500,1,8,4
1500,0,7,5
1500,1,7,5
1500,0,7,8
1500,2,13,11
1500,2,15,12
1500,0,9,13
1500,1,9,7
1500,1,8,7
1500,0,5,8
1500,1,10,8
1500,0,4,8
1500,0,4,9
1500,3,9,7
1500,2,12,6
1500,0,5,5
1500,1,7,10
1500,0,4,5
1500,0,6,7
1500,1,3,11
1500,0,5,8
1500,0,9,4
1500,2,9,7
1500,0,4,7
1500,1,7,8
1500,0,8,6
1500,3,12,8
1500,0,8,6
1500,1,8,9
1500,0,6,7
1500,1,6,9
1500,1,7,7
1500,2,6,10
1500,2,11,6
1500,0,6,7
1500,0,6,11
1500,1,6,13
1500,0,9,7
1500,1,8,9
1500,1,5,7
1500,2,9,6
1500,0,6,5
1500,0,8,6
1500,0,8,8
1500,1,6,12
1500,2,16,6
1500,2,7,2
1500,0,5,7
1500,1,5,7
1500,0,6,3
1500,1,8,7
1500,2,6,7
1500,1,4,8
1500,0,4,9
1500,1,6,7
1500,2,8,8
1500,0,8,7
1500,1,8,6
1500,1,6,9
1500,0,5,6
1500,1,9,4
1500,2,8,6
1500,1,10,10
1500,1,10,7
1500,0,8,8
1500,2,7,9
1500,2,7,6
1500,0,9,15
1500,3,17,5
1500,0,6,8
1500,1,3,9
1500,1,6,8
1500,0,7,7
1500,0,6,9
1500,1,6,3
1500,1,6,12
1500,3,10,11
1500,0,8,10
1500,0,5,8
1500,1,9,8
1500,0,3,6
1500,0,5,3
1500,0,9,6
1500,0,6,14
1500,4,10,8
1500,4,11,4
1500,2,13,8
1500,0,11,8
1500,1,8,3
1500,0,5,16
1500,1,10,5
1500,0,6,7
1500,1,12,11
1500,0,7,11
1500,2,10,5
1500,1,7,6
1500,1,4,10
1500,1,7,8
1500,2,11,9
1500,1,8,9
1500,0,8,7
1500,1,7,3
1500,2,8,7
1500,1,8,8
1500,0,3,6
1500,0,11,11
1500,1,11,8
1500,0,13,7
1500,2,8,9
1500,1,9,7
1500,0,7,4
1500,1,7,5
1500,4,12,5
1500,2,7,2
1500,2,9,7
1500,1,10,7
1500,3,9,7
1500,1,12,10
1500,0,9,6
1500,2,12,9
1500,2,14,7
1500,0,9,6
1500,0,9,5
1500,0,6,9
1500,1,9,7
1500,0,5,4
1500,0,6,6
1500,0,12,9
1500,0,7,6
1500,2,6,7
1500,0,8,13
1500,1,6,4
1500,2,9,8
1500,1,6,5
1500,2,8,3
1500,2,8,5
1500,0,5,5
1500,0,9,9
1500,1,3,9
1500,2,8,10
1500,2,9,9
1500,0,5,6
1500,3,5,9
1500,1,10,10
1500,2,8,10
1500,1,7,8
1500,2,15,8
1500,0,5,6
1500,2,11,7
1500,1,9,7
