N,static_points,cycles,records
1500,1,10,9
1500,3,9,6
1500,0,11,10
1500,3,6,7
1500,3,13,3
1500,1,6,14
1500,0,4,8
1500,0,8,5
1500,0,7,4
1500,0,8,6
1500,1,5,7
1500,0,2,8
1500,2,5,7
1500,4,8,10
1500,2,9,9
1500,3,10,8
1500,2,7,7
1500,2,11,10
1500,0,5,6
1500,2,6,11
1500,1,10,9
1500,1,4,5
1500,1,11,12
1500,0,8,10
1500,0,6,11
1500,0,12,5
1500,0,5,5
1500,1,12,7
1500,1,6,9
1500,1,6,14
1500,0,3,12
1500,0,5,12
1500,2,5,9
1500,3,8,10
1500,1,8,5
1500,1,5,11
1500,2,7,8
1500,0,5,5
1500,1,13,7
1500,2,14,10
1500,1,7,5
1500,0,8,10
1500,0,9,8
1500,1,12,5
1500,1,7,8
1500,0,9,10
1500,2,6,5
1500,3,9,10
1500,1,6,7
1500,1,11,10
1500,1,11,8
1500,0,9,8
1500,0,9,8
1500,0,6,14
1500,1,7,10
1500,0,8,12
1500,1,11,6
1500,0,14,15
1500,1,5,10
1500,0,10,8
1500,1,9,7
1500,0,7,9
1500,3,8,10
1500,0,6,6
1500,1,5,6
1500,0,8,12
1500,1,5,9
1500,1,7,6
1500,1,8,9
1500,2,13,5
1500,1,8,4
1500,0,8,12
1500,0,3,8
1500,1,7,7
1500,4,7,8
1500,0,6,7
1500,1,8,8
1500,1,7,11
1500,0,6,7
1500,2,8,3
1500,0,15,11
1500,0,6,8
1500,2,4,4
1500,1,7,5
1500,1,8,11
1500,0,8,6
1500,3,11,6
1500,0,6,8
1500,2,7,8
1500,1,7,7
1500,1,7,13
1500,0,5,8
1500,1,4,9
1500,0,8,6
1500,1,9,9
1500,3,8,6
1500,2,7,8
1500,2,12,10
1500,0,5,5
1500,1,8,12
1500,2,8,1
1500,3,11,7
1500,1,9,11
1500,0,5,4
1500,1,7,7
1500,2,8,8
1500,1,6,9
1500,1,9,5
1500,0,4,9
1500,1,6,7
1500,2,8,11
1500,1,10,8
1500,1,8,4
1500,0,9,8
1500,2,10,6
1500,0,9,8
1500,3,9,8
1500,1,10,7
1500,1,9,11
1500,2,10,8
1500,5,10,10
1500,1,5,8
1500,1,9,7
1500,0,3,9
1500,1,5,9
1500,2,7,9
1500,2,11,8
1500,0,10,10
1500,1,8,9
1500,3,10,8
1500,0,7,7
1500,0,9,9
1500,3,9,7
1500,2,9,4
1500,0,6,6
1500,1,7,9
1500,0,10,9
1500,0,7,10
1500,0,4,12
1500,1,7,3
1500,1,10,6
1500,2,9,8
1500,1,8,8
1500,0,6,9
1500,0,11,5
1500,3,11,10
1500,0,10,8
1500,1,10,7
1500,4,15,8
1500,0,5,6
1500,1,8,10
1500,1,4,7
1500,0,6,12
1500,1,9,9
1500,1,10,8
1500,1,6,5
1500,1,9,11
1500,0,4,11
1500,3,9,5
1500,1,9,10
1500,2,9,9
1500,1,10,7
1500,0,3,5
1500,1,9,11
1500,2,11,7
1500,1,7,6
1500,4,10,7
1500,2,8,8
1500,1,4,9
1500,0,5,9
1500,1,9,10
1500,0,4,5
1500,3,13,8
1500,3,14,7
1500,3,12,6
1500,1,4,11
1500,0,10,8
1500,1,7,9
1500,1,8,11
1500,1,4,6
1500,2,9,7
1500,1,12,8
1500,0,8,14
1500,2,8,7
1500,0,8,7
1500,0,9,5
1500,1,6,9
1500,0,10,11
1500,1,7,8
1500,0,5,13
1500,1,6,9
1500,2,9,11
1500,3,15,8
1500,1,4,6
1500,0,5,8
1500,1,8,9
1500,1,9,7
1500,0,9,7
1500,2,9,9
1500,2,8,9
1500,1,9,10
1500,0,6,7
1500,0,7,8
1500,2,13,10
1500,1,8,9
1500,1,7,8
1500,1,10,10
1500,1,6,6
1500,0,9,7
1500,3,9,10
1500,0,4,7
1500,1,8,7
1500,0,6,9
1500,0,7,13
1500,2,11,6
1500,0,5,7
1500,1,10,7
1500,1,8,5
1500,2,10,11
1500,2,6,6
1500,2,15,8
1500,2,8,6
1500,2,5,6
1500,1,8,15
1500,1,6,6
1500,2,10,9
1500,1,7,9
1500,0,6,9
1500,1,8,4
1500,0,3,8
1500,2,10,4
1500,3,11,10
1500,0,7,8
1500,1,7,14
1500,1,10,7
1500,1,14,8
1500,1,10,6
1500,1,9,8
1500,2,10,9
1500,1,11,4
1500,0,9,10
1500,2,9,5
1500,4,8,11
1500,1,9,8
1500,1,8,7
1500,0,7,12
1500,0,5,9
1500,1,4,7
1500,0,5,13
1500,1,13,10
1500,0,7,9
1500,2,12,8
1500,4,11,10
1500,2,11,6
1500,1,8,12
1500,0,5,5
1500,1,12,6
1500,1,7,6
1500,2,8,6
1500,1,10,4
1500,3,5,6
1500,1,8,5
1500,0,9,8
1500,1,10,9
1500,1,9,4
1500,1,8,6
1500,0,4,9
1500,2,8,11
1500,2,11,5
1500,0,6,11
1500,0,7,13
1500,1,7,5
1500,0,6,12
1500,0,5,4
1500,0,7,5
1500,1,9,8
1500,2,11,7
1500,0,6,6
1500,0,6,9
1500,0,7,8
1500,0,6,11
1500,3,7,7
1500,1,9,9
1500,1,7,10
1500,0,6,8
1500,1,10,8
1500,0,9,6
1500,5,11,5
1500,0,7,8
1500,0,10,8
1500,1,7,10
1500,1,7,7
1500,1,4,6
1500,0,5,6
1500,3,14,7
1500,1,6,9
1500,0,11,7
1500,1,8,8
1500,1,10,7
1500,1,5,13
1500,1,5,15
1500,0,5,7
1500,0,3,10
1500,0,5,10
1500,3,12,9
1500,1,8,11
1500,3,11,9
1500,1,12,10
1500,3,7,5
1500,0,11,12
1500,2,6,7
1500,2,12,6
1500,1,8,6
1500,1,9,8
1500,0,9,10
1500,0,5,5
1500,3,10,9
1500,2,13,10
1500,1,8,9
1500,2,8,7
1500,0,4,5
1500,0,4,6
1500,0,5,10
1500,0,9,11
1500,0,8,9
1500,2,11,7
1500,2,6,10
1500,2,7,9
1500,1,9,8
1500,2,8,7
1500,2,14,6
1500,0,3,7
1500,0,6,10
1500,0,7,5
1500,0,8,7
1500,0,7,8
1500,0,2,7
1500,0,9,8
1500,1,12,9
1500,1,9,11
1500,0,5,7
1500,1,8,9
1500,1,5,7
1500,1,12,11
1500,0,7,7
1500,2,13,7
1500,3,13,9
1500,3,10,4
1500,0,6,8
1500,1,7,5
1500,2,6,9
1500,1,10,10
1500,0,3,7
1500,0,3,6
1500,1,13,5
1500,0,5,16
1500,1,10,11
1500,3,9,9
1500,1,6,4
1500,0,6,9
1500,2,10,8
1500,1,8,7
1500,0,11,6
1500,0,8,12
1500,1,6,5
1500,2,6,5
1500,0,7,5
1500,1,9,2
1500,1,6,8
1500,2,6,6
1500,2,7,9
1500,1,14,11
1500,1,8,9
1500,1,11,13
1500,1,8,9
1500,0,6,7
1500,3,9,10
1500,0,8,7
1500,3,8,7
1500,1,8,7
1500,0,7,8
1500,1,9,6
1500,1,6,4
1500,1,9,7
1500,0,11,5
1500,2,13,7
1500,1,8,7
1500,1,6,5
1500,2,5,4
1500,0,11,10
1500,1,9,5
1500,1,7,7
1500,0,4,7
1500,0,7,14
1500,0,3,3
1500,1,9,9
1500,1,11,7
1500,2,11,8
1500,0,6,3
1500,1,13,5
1500,0,7,7
1500,3,12,7
1500,0,5,10
1500,2,11,8
1500,0,6,8
1500,1,9,3
1500,2,8,11
1500,1,5,9
1500,1,5,6
1500,0,7,8
1500,0,8,7
1500,0,13,11
1500,0,8,5
1500,1,6,9
1500,0,10,13
1500,2,7,7
1500,2,9,6
1500,2,9,7
1500,1,9,5
1500,2,11,7
1500,1,6,7
1500,0,9,8
1500,1,9,9
1500,2,8,7
1500,5,15,9
1500,3,10,8
1500,3,10,10
1500,1,12,7
1500,2,9,7
1500,0,8,12
1500,1,9,8
1500,0,5,8
1500,0,5,9
1500,1,8,9
1500,1,9,10
1500,2,11,17
1500,2,6,8
1500,1,6,7
1500,1,10,7
1500,1,12,8
1500,0,11,12
1500,2,8,9
1500,1,6,8
1500,0,6,9
1500,1,10,6
1500,0,9,5
1500,0,5,5
1500,1,6,9
1500,1,9,6
1500,2,7,11
1500,0,7,13
1500,0,9,4
1500,2,10,9
1500,3,10,5
1500,1,10,11
1500,0,3,6
1500,1,7,6
1500,3,10,5
1500,3,11,7
1500,0,7,6
1500,0,3,5
1500,1,8,7
1500,3,10,13
1600,2,8,12
1600,0,9,14
1600,1,10,10
1600,0,8,10
1600,0,8,9
1600,3,11,12
1600,3,8,6
1600,0,6,8
1600,2,7,6
1600,1,5,13
1600,0,8,10
1600,1,5,6
1600,1,9,8
1600,1,7,12
1600,2,8,7
1600,1,8,9
1600,2,9,8
1600,1,5,2
1600,0,6,11
1600,0,3,7
1600,1,7,7
1600,2,12,15
1600,3,8,11
1600,1,11,8
1600,1,10,8
1600,0,7,9
1600,2,6,9
1600,0,8,12
1600,0,6,7
1600,1,12,5
1600,0,10,8
1600,0,7,12
1600,0,14,7
1600,1,6,6
1600,1,10,8
1600,0,11,5
1600,0,6,6
1600,0,4,5
1600,1,10,13
1600,1,5,8
1600,1,10,9
1600,1,7,5
1600,0,4,7
1600,1,11,7
1600,0,4,10
1600,0,5,6
1600,0,10,10
1600,0,5,9
1600,2,11,5
1600,2,9,5
1600,2,10,6
1600,1,8,10
1600,3,11,9
1600,0,8,9
1600,0,7,5
1600,1,9,10
1600,1,11,13
1600,4,10,10
1600,0,7,5
1600,1,5,9
1600,1,5,6
1600,0,7,8
1600,1,7,7
1600,1,8,8
1600,0,2,10
1600,1,8,12
1600,0,8,7
1600,1,11,6
1600,0,8,10
1600,1,9,8
1600,3,6,9
1600,1,7,9
1600,0,6,10
1600,1,7,7
1600,2,10,6
1600,1,11,6
1600,0,6,9
1600,1,12,11
1600,2,9,7
1600,0,6,7
1600,0,1,5
1600,1,9,7
1600,0,11,12
1600,3,12,11
1600,2,9,4
1600,1,8,7
1600,2,7,6
1600,3,8,3
1600,0,4,7
1600,1,8,12
1600,1,8,6
1600,0,6,11
1600,3,18,12
1600,1,13,10
1600,1,13,10
1600,0,5,8
1600,1,10,3
1600,1,4,8
1600,0,3,10
1600,0,6,10
1600,2,4,8
1600,0,8,9
1600,0,8,5
1600,0,8,10
1600,2,9,8
1600,1,9,9
1600,0,7,8
1600,1,10,14
1600,1,10,4
1600,0,8,9
1600,0,7,7
1600,1,5,6
1600,0,5,5
1600,0,4,8
1600,0,6,7
1600,1,6,5
1600,0,4,9
1600,0,6,8
1600,1,9,13
1600,1,11,9
1600,2,9,8
1600,1,3,6
1600,1,8,8
1600,0,8,8
1600,1,7,8
1600,2,10,11
1600,1,6,5
1600,1,12,7
1600,2,11,7
1600,1,8,4
1600,0,8,7
1600,0,10,5
1600,1,10,5
1600,0,8,11
1600,0,8,8
1600,3,7,11
1600,2,5,10
1600,1,10,9
1600,0,7,6
1600,0,8,10
1600,0,6,9
1600,0,7,4
1600,1,11,6
1600,0,8,7
1600,2,8,10
1600,0,7,10
1600,0,8,6
1600,1,9,8
1600,1,13,12
1600,0,3,12
1600,2,7,7
1600,3,8,8
1600,3,11,5
1600,1,6,7
1600,1,8,12
1600,0,8,9
1600,1,5,10
1600,1,8,5
1600,0,5,5
1600,0,5,7
1600,1,12,7
1600,2,9,5
1600,1,9,15
1600,1,4,6
1600,0,11,10
1600,1,5,6
1600,1,6,8
1600,1,5,9
1600,1,8,12
1600,1,8,10
1600,2,10,10
1600,4,17,12
1600,0,6,13
1600,1,7,13
1600,0,6,5
1600,2,9,3
1600,0,4,8
1600,0,6,6
1600,0,7,11
1600,1,8,10
1600,2,14,7
1600,1,9,11
1600,1,8,10
1600,0,8,7
1600,0,8,6
1600,0,8,11
1600,0,7,10
1600,1,7,6
1600,2,9,12
1600,0,8,7
1600,0,8,3
1600,1,12,6
1600,2,14,3
1600,0,7,12
1600,1,11,9
1600,0,4,5
1600,2,9,4
1600,1,7,5
1600,0,9,7
1600,0,4,5
1600,0,8,9
1600,2,8,6
1600,1,10,3
1600,1,11,8
1600,1,10,5
1600,1,11,10
1600,0,9,10
1600,0,6,4
1600,1,9,9
1600,3,8,6
1600,0,3,7
1600,0,8,6
1600,1,8,4
1600,0,7,5
1600,0,9,4
1600,2,8,10
1600,1,11,6
1600,2,13,8
1600,0,6,12
1600,1,8,6
1600,1,6,7
1600,2,10,11
1600,2,8,14
1600,4,15,6
1600,1,8,5
1600,1,12,5
1600,0,6,6
1600,0,7,5
1600,1,8,8
1600,0,6,12
1600,0,7,11
1600,0,8,5
1600,2,13,4
1600,1,6,6
1600,2,4,8
1600,0,9,8
1600,0,9,7
1600,1,7,8
1600,0,6,1
1600,2,9,6
1600,1,5,8
1600,0,5,9
1600,1,7,9
1600,0,8,8
1600,0,11,6
1600,1,12,11
1600,1,11,12
1600,0,10,8
1600,0,5,11
1600,1,10,10
1600,0,8,9
1600,2,6,12
1600,1,5,5
1600,1,6,10
1600,1,6,8
1600,2,4,4
1600,1,6,6
1600,1,8,15
1600,1,5,12
1600,1,9,13
1600,2,6,13
1600,1,9,9
1600,0,6,4
1600,1,10,8
1600,1,8,9
1600,1,12,7
1600,1,10,11
1600,1,10,5
1600,1,7,8
1600,0,10,9
1600,0,9,8
1600,2,8,6
1600,0,7,11
1600,0,9,5
1600,0,6,8
1600,2,10,8
1600,0,6,7
1600,2,5,7
1600,1,6,6
1600,0,2,4
1600,2,10,9
1600,0,4,13
1600,1,5,7
1600,0,9,6
1600,0,5,8
1600,0,9,7
1600,2,7,8
1600,1,11,6
1600,1,4,9
1600,0,4,9
1600,0,10,9
1600,0,8,6
1600,1,13,7
1600,0,9,6
1600,1,8,7
1600,0,10,7
1600,2,8,11
1600,1,9,9
1600,2,9,9
1600,0,7,10
1600,1,9,4
1600,0,8,4
1600,0,6,7
1600,1,9,6
1600,0,6,7
1600,0,6,9
1600,1,8,9
1600,0,5,6
1600,0,7,5
1600,1,7,5
1600,1,7,5
1600,1,8,5
1600,0,4,11
1600,0,9,14
1600,2,6,9
1600,0,5,14
1600,2,7,7
1600,1,7,10
1600,1,10,8
1600,0,8,8
1600,0,5,6
1600,0,3,7
1600,0,9,3
1600,0,5,6
1600,0,4,7
1600,1,10,5
1600,1,9,9
1600,2,8,5
1600,0,8,5
1600,1,7,7
1600,0,8,8
1600,3,8,9
1600,2,8,12
1600,0,6,4
1600,1,5,4
1600,2,11,7
1600,1,9,11
1600,0,4,10
1600,3,8,6
1600,3,10,11
1600,1,9,6
1600,2,11,10
1600,1,8,8
1600,1,7,11
1600,1,8,13
1600,1,13,6
1600,3,9,5
1600,2,8,8
1600,0,8,9
1600,2,9,14
1600,1,9,5
1600,0,8,3
1600,2,8,11
1600,0,5,11
1600,0,10,8
1600,2,7,4
1600,2,16,7
1600,2,11,11
1600,0,10,6
1600,1,11,7
1600,1,8,9
1600,1,4,8
1600,2,10,12
1600,2,7,9
1600,2,12,4
1600,2,12,6
1600,0,9,7
1600,3,13,10
1600,2,11,10
1600,1,6,6
1600,1,7,9
1600,1,9,10
1600,2,10,9
1600,2,8,7
1600,1,7,7
1600,0,4,8
1600,2,10,4
1600,1,10,13
1600,2,9,12
1600,1,13,8
1600,1,11,10
1600,1,9,8
1600,4,11,11
1600,2,8,9
1600,2,8,6
1600,0,10,12
1600,0,7,11
1600,0,8,4
1600,1,7,9
1600,0,7,7
1600,2,7,6
1600,0,9,11
1600,0,5,8
1600,1,9,6
1600,0,2,10
1600,1,11,6
1600,3,10,4
1600,2,7,11
1600,0,8,5
1600,1,10,7
1600,1,8,7
1600,0,7,6
1600,1,10,9
1600,1,4,6
1600,1,11,9
1600,0,7,4
1600,1,7,8
1600,2,6,10
1600,0,9,11
1600,2,12,6
1600,2,8,11
1600,0,11,6
1600,1,6,13
1600,1,10,8
1600,1,7,6
1600,0,4,10
1600,1,13,8
1600,4,8,3
1600,1,6,7
1600,0,8,11
1600,1,11,6
1600,1,4,9
1600,2,8,9
1600,2,12,4
1600,0,3,8
1600,2,5,6
1600,3,8,7
1600,0,7,8
1600,3,9,5
1600,1,4,3
1600,0,7,8
1600,1,6,7
1600,3,8,7
1600,1,6,5
1600,3,8,3
1600,0,6,7
1600,2,10,12
1600,0,5,8
1600,0,10,6
1600,2,11,6
1600,0,9,9
1600,1,6,10
1600,1,9,8
1600,2,10,5
1600,2,6,8
1600,1,8,5
1600,1,8,7
1600,0,5,10
1600,0,11,4
1600,3,8,7
1600,2,8,12
1600,1,10,11
1600,2,8,8
1600,1,12,6
1600,0,13,7
1600,1,12,11
1600,2,8,5
1600,0,10,6
1600,0,3,9
1600,0,10,10
1600,2,7,8
1600,0,6,8
1600,1,11,7
1600,1,6,7
1600,1,8,11
1600,0,6,6
1600,1,9,4
1600,1,12,15
1600,0,7,11
1600,0,4,10
1600,0,3,8
1600,2,9,8
1600,0,6,6
1600,2,9,11
1600,2,7,13
1600,1,7,7
1600,1,4,11
1600,0,11,10
1600,0,10,11
1600,0,6,6
1600,0,4,9
1600,1,6,7
1600,0,9,6
1600,1,3,6
1600,3,10,9
1600,0,8,7
1600,2,10,8
1600,1,10,10
1600,0,9,7
1600,1,10,8
1600,1,5,2
1600,2,7,10
1600,1,8,6
1600,1,8,10
1600,2,10,8
1600,1,10,9
1600,0,6,9
1600,1,6,11
1600,0,6,5
1600,3,13,8
1600,0,5,7
1600,2,6,9
1600,1,9,9
1600,0,7,8
1600,2,12,6
1600,0,6,7
1600,1,7,10
1600,1,6,10
1600,2,7,7
1600,1,6,8
1600,2,6,6
1600,0,2,9
1600,1,10,6
1600,0,5,7
1600,1,6,11
1600,0,7,7
1600,0,8,9
1600,0,5,9
1600,0,8,11
1600,2,7,6
1600,3,12,10
1600,1,8,8
1600,0,6,8
1600,0,4,9
1600,0,7,7
1600,2,5,10
1600,0,8,9
1600,1,5,10
1600,2,10,6
1600,1,9,5
1600,1,9,5
1600,0,11,15
1600,1,11,8
1600,0,10,9
1600,1,7,5
1600,1,5,11
1600,0,10,12
1600,0,9,8
1600,0,9,6
1600,1,8,8
1600,1,8,10
1600,2,11,10
1600,0,4,7
1600,1,6,4
1600,1,9,7
1600,1,12,9
1600,1,7,18
1600,2,11,15
1600,2,11,6
1600,2,10,10
1600,3,9,8
1600,2,7,9
1600,0,7,2
1600,3,13,8
1600,2,8,7
1600,2,12,8
1600,0,10,12
1600,0,6,11
1600,3,8,11
1600,2,7,6
1600,0,7,10
1600,1,8,7
1600,0,7,8
1600,1,7,8
1600,2,7,8
1600,2,12,10
1600,1,11,8
1600,0,4,10
1600,0,4,9
1600,0,12,9
1600,5,16,7
1600,0,3,9
1600,1,10,11
1600,3,12,9
1600,0,5,11
1600,1,7,8
1600,1,8,7
1600,1,10,7
1600,1,11,5
1600,1,7,7
1600,0,4,12
1600,1,13,3
1600,1,6,12
1600,2,9,11
1600,1,8,7
1600,2,10,12
1600,0,5,9
1600,0,4,7
1600,0,6,9
1600,0,9,11
1600,1,10,10
1600,0,11,7
1600,0,7,10
1600,1,9,9
1600,3,8,7
1600,0,8,8
1600,1,14,9
1600,1,7,4
1600,4,12,10
1600,0,9,4
1600,0,5,8
1600,3,15,10
1600,1,5,10
1600,2,9,8
1600,0,6,5
1600,2,10,2
1600,0,6,8
1600,3,9,5
1600,3,13,14
1600,0,4,6
1600,0,10,11
1600,0,5,9
1600,0,5,6
1600,2,9,4
1600,0,9,7
1600,0,6,8
1600,0,8,7
1600,1,12,7
1600,1,14,13
1600,0,4,8
1600,0,8,6
1600,0,7,7
1600,1,6,9
1600,2,13,10
1600,4,6,5
1600,3,9,8
1600,0,5,8
1600,2,7,6
1600,0,6,7
1600,1,6,10
1600,1,8,4
1600,0,7,7
1600,0,7,13
1600,1,7,9
1600,0,8,7
1600,0,9,8
1600,2,8,7
1600,0,8,4
1600,2,9,7
1600,0,9,5
1600,1,5,6
1600,0,4,5
1600,0,6,9
1600,2,7,7
1600,0,3,11
1600,0,8,6
1600,0,6,6
1600,0,8,9
1600,0,3,5
1600,0,4,5
1600,2,8,14
1600,2,10,6
1600,1,10,8
1600,1,8,9
1600,3,9,12
1600,0,5,6
1600,2,9,11
1600,1,9,12
1600,1,7,9
1600,1,12,4
1600,1,9,7
1600,0,10,15
1600,3,15,3
1600,0,5,10
1600,1,7,7
1600,1,8,8
1600,2,8,9
1600,2,8,8
1600,0,4,3
1600,1,12,9
1600,1,7,8
1600,3,10,7
1600,1,8,10
1600,2,10,8
1600,0,6,5
1600,0,7,11
1600,0,5,9
1600,2,11,9
1600,1,8,6
1600,0,9,14
1600,2,7,9
1600,0,6,6
1600,2,7,6
1600,2,8,6
1600,1,5,6
1600,2,9,8
1600,0,9,7
1600,1,12,12
1600,0,6,7
1600,1,8,8
1600,1,10,8
1600,1,11,10
1600,1,4,8
1600,1,6,9
1600,0,6,9
1600,0,7,7
1600,0,10,12
1600,1,11,7
1600,0,9,10
1600,2,9,7
1600,0,8,9
1600,0,6,13
1600,1,9,9
1600,0,9,5
1600,0,9,7
1600,4,13,11
1600,1,5,7
1600,3,14,7
1600,2,10,10
1600,1,9,5
1600,0,4,11
1600,1,8,13
1600,0,6,7
1600,0,7,4
1600,2,6,11
1600,3,7,9
1600,1,6,6
1600,0,3,9
1600,0,7,8
1600,0,9,9
1600,0,7,6
1600,1,10,4
1600,0,7,9
1600,0,9,6
1600,0,6,5
1600,0,8,13
1600,0,5,7
1600,1,5,7
1600,2,5,8
1600,0,5,7
1600,1,9,7
1600,1,7,5
1600,0,11,4
1600,0,8,3
1600,1,9,6
1600,2,8,9
1600,0,5,10
1600,1,9,8
1600,0,11,10
1600,1,4,7
1600,1,9,10
1600,2,11,6
1600,2,13,6
1600,2,8,9
1600,0,7,11
1600,2,8,7
1600,1,11,12
1600,0,6,10
1600,1,5,2
1600,1,8,10
1600,0,6,9
1600,0,3,8
1600,0,9,9
1600,0,4,6
1600,1,4,8
1600,1,9,8
1600,1,7,8
1600,2,11,8
1600,2,11,8
1600,1,7,9
1600,1,9,14
1600,1,6,8
1600,1,7,9
1600,1,6,8
1600,0,8,3
1600,0,10,7
1600,1,8,8
1600,1,7,8
1600,0,9,10
1600,0,8,8
1600,0,4,10
1600,1,4,9
1600,3,7,11
1600,3,7,11
1600,1,5,10
1600,0,10,7
1600,2,6,7
1600,3,8,6
1600,1,7,16
1600,0,10,13
1600,1,11,9
1600,2,8,9
1600,0,9,8
1600,2,5,8
1600,2,7,9
1600,1,8,5
1600,0,9,10
1600,1,10,8
1600,1,15,10
1600,2,9,13
1600,2,9,7
1600,1,10,7
1600,0,8,12
1600,0,6,8
1600,1,8,11
1600,0,8,10
1600,1,8,7
1600,3,12,14
1600,1,7,8
1600,2,9,9
1600,2,16,10
1600,1,7,7
1600,1,5,6
1600,1,8,2
1600,0,9,10
1600,0,7,6
1600,3,13,9
1600,1,6,4
1600,1,9,7
1600,3,10,8
1600,2,5,10
1600,1,8,4
1600,2,11,8
1600,3,7,7
1600,0,6,7
1600,1,11,8
1600,1,6,6
1600,1,6,9
1600,2,7,3
1600,2,7,7
1600,2,8,7
1600,2,8,14
1600,0,4,10
1600,0,9,7
1600,0,6,9
1600,1,4,10
1600,0,7,4
1600,0,6,11
1600,1,6,13
1600,2,10,11
1600,1,6,7
1600,3,10,9
1600,1,6,5
1600,2,10,6
1600,1,4,7
1600,4,13,11
1600,1,5,11
1600,2,10,9
1600,0,5,6
1600,1,5,5
1600,1,5,8
1600,1,7,7
1600,1,7,7
1600,0,6,8
1600,1,9,8
1600,1,10,8
1600,2,8,11
1600,2,15,15
1600,0,7,11
1600,1,4,9
1600,2,11,10
1600,0,12,6
1600,1,7,10
1600,3,10,4
1600,0,7,5
1600,2,7,9
1600,1,5,6
1600,0,3,6
1600,1,12,8
1600,1,6,6
1600,0,6,5
1600,2,12,10
1600,1,10,9
1600,1,8,4
1600,0,4,6
1600,3,8,12
1600,1,8,10
1600,0,5,8
1600,0,11,10
1600,0,5,10
1600,2,14,9
1600,0,6,7
1600,2,11,7
1600,0,6,14
1600,0,6,4
1600,1,8,8
1600,1,7,10
1600,1,7,6
1600,0,7,5
1600,2,9,6
1600,0,6,3
1600,1,4,12
1600,1,14,8
1600,1,7,8
1600,0,6,9
1600,0,5,6
1600,1,11,11
1600,1,10,7
1600,0,8,6
1600,2,11,9
1600,0,5,6
1600,0,7,6
1600,1,6,3
1600,2,8,8
1600,0,11,7
1600,2,9,10
1600,0,8,8
1600,1,13,10
1600,1,4,7
1600,1,6,7
1600,0,3,7
1600,3,8,9
1600,1,9,4
1600,1,8,4
1600,1,8,6
1600,0,11,13
1600,0,7,4
1600,1,5,13
1600,1,7,11
1600,0,3,8
1600,4,12,4
1600,2,6,10
1600,0,8,4
1600,0,7,9
1600,0,11,10
1600,0,6,7
1600,2,10,5
1600,1,9,7
1600,1,9,7
1600,0,5,11
1600,1,8,8
1600,1,10,9
1600,1,7,10
1600,0,8,11
1600,3,10,5
1600,2,8,8
1600,4,12,6
1600,1,6,11
1600,2,9,6
1600,1,8,8
1600,0,8,8
1600,0,6,5
1600,1,9,7
1600,1,7,6
1600,0,8,7
1600,1,11,7
1600,0,7,3
1600,1,10,6
1600,0,6,12
1600,2,11,6
1600,0,5,9
1600,1,8,9
1600,1,6,9
1600,1,8,4
1600,2,10,9
1600,2,11,8
1600,0,11,5
1600,1,8,11
1600,0,11,8
1600,1,7,8
1600,2,16,4
1600,2,12,7
1600,2,12,12
1600,0,4,9
1600,0,9,8
1600,1,10,13
1600,2,13,7
1600,0,7,9
1600,0,3,5
1600,0,10,7
1600,0,4,9
1600,0,6,7
1600,2,13,8
1600,1,5,8
1600,2,7,6
1600,0,8,12
1600,2,10,10
1600,0,9,6
1600,1,8,3
1600,1,10,4
1600,1,9,10
1600,0,13,6
1600,0,6,9
1600,2,8,8
1600,0,6,8
1600,1,12,8
1600,2,8,8
1600,1,12,9
1600,1,9,11
1600,1,5,7
1600,2,6,4
1600,1,13,9
1600,1,8,6
1600,1,10,6
1600,3,7,12
1600,2,8,12
1600,0,8,11
1600,0,4,11
1600,0,3,6
1600,2,8,8
1600,0,10,8
1600,0,7,5
1600,1,9,12
1600,2,7,7
1600,3,12,7
1600,2,10,9
1600,1,4,11
1600,0,4,5
1600,0,8,4
1600,0,8,6
1700,0,10,11
1700,3,11,6
1700,1,11,5
1700,0,3,8
1700,0,9,6
1700,1,8,12
1700,0,5,5
1700,1,9,6
1700,0,11,5
1700,2,15,7
1700,1,11,7
1700,1,6,5
1700,0,4,8
1700,0,8,8
1700,0,5,5
1700,1,6,4
1700,0,7,5
1700,4,10,15
1700,3,6,8
1700,1,9,10
1700,1,14,8
1700,0,8,5
1700,1,5,6
1700,1,13,6
1700,3,11,4
1700,0,6,6
1700,0,7,7
1700,1,5,15
1700,0,9,8
1700,2,9,8
1700,2,9,8
1700,1,11,10
1700,0,9,9
1700,1,8,7
1700,2,10,9
1700,0,9,7
1700,1,8,8
1700,1,3,7
1700,0,7,6
1700,0,5,4
1700,0,8,8
1700,2,6,12
1700,0,8,8
1700,2,10,10
1700,0,9,10
1700,1,9,7
1700,0,6,11
1700,1,5,11
1700,0,5,6
1700,0,2,8
1700,1,9,8
1700,0,5,12
1700,2,7,10
1700,1,8,8
1700,1,4,9
1700,1,9,3
1700,2,11,8
1700,1,6,5
1700,1,7,9
1700,2,9,6
1700,2,10,12
1700,2,9,10
1700,1,9,12
1700,0,6,8
1700,1,6,6
1700,0,4,8
1700,1,6,10
1700,1,5,7
1700,3,11,9
1700,1,3,7
1700,1,8,11
1700,2,7,9
1700,0,11,8
1700,1,10,6
1700,0,9,6
1700,0,8,10
1700,0,10,9
1700,0,4,6
1700,1,5,6
1700,2,12,8
1700,1,5,6
1700,2,9,11
1700,1,11,9
1700,0,4,3
1700,0,8,12
1700,1,5,10
1700,0,10,13
1700,4,7,9
1700,2,15,7
1700,2,7,7
1700,0,6,9
